CVE,KeyEntities
CVE-2022-0104,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0105,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] PDF Accessibility
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0106,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Autofill
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user gesture
[ROOTCAUSE] "
CVE-2022-0261,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] vim
[COMPONENT] 
[VERSION] prior to 8.2
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-0289,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Safe browsing
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0293,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Web packaging
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0295,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Omnibox
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interactions
[ROOTCAUSE] "
CVE-2022-0296,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Printing
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interactions
[ROOTCAUSE] "
CVE-2022-0297,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Vulkan
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0298,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Scheduling
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0300,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Android
[COMPONENT] Text Input Method Editor
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interactions
[ROOTCAUSE] "
CVE-2022-0301,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] DevTools
[VERSION] prior to 97.0.4692.99
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, malicious extension
[ROOTCAUSE] "
CVE-2022-0302,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Omnibox
[VERSION] prior to 97.0.4692.99
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interactions
[ROOTCAUSE] "
CVE-2022-0304,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Bookmarks
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interactions
[ROOTCAUSE] "
CVE-2022-0306,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] PDFium
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0307,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Optimization Guide
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interaction
[ROOTCAUSE] "
CVE-2022-0308,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] Data Transfer
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interaction
[ROOTCAUSE] "
CVE-2022-0310,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Task Manager
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user interactions
[ROOTCAUSE] "
CVE-2022-0311,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Task Manager
[VERSION] prior to 97.0.4692.99
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interaction
[ROOTCAUSE] "
CVE-2022-0318,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] vim
[COMPONENT] 
[VERSION] prior to 8.2
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-0367,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] libmodbus
[COMPONENT] modbus_reply() function in src/modbus.c
[VERSION] 
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-0435,"[WEAKNESS] stack overflow
[PRODUCT] Linux kernel
[COMPONENT] TIPC protocol functionality
[VERSION] 
[ATTACKER] remote user
[IMPACT] crash the system or possibly escalate privileges
[VECTOR] packet with malicious content where the number of domain member nodes is higher than the 64 allowed
[ROOTCAUSE] "
CVE-2022-0453,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Reader Mode
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker who had compromised the renderer process
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0454,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0456,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Web Search
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] profile destruction
[ROOTCAUSE] "
CVE-2022-0457,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0458,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Thumbnail Tab Strip
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0459,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Screen Capture
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker who had compromised the renderer process
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interaction
[ROOTCAUSE] "
CVE-2022-0460,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Window Dialogue
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0463,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Accessibility
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user interaction
[ROOTCAUSE] "
CVE-2022-0464,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Accessibility
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user interaction
[ROOTCAUSE] "
CVE-2022-0465,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Extensions
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] user interaction
[ROOTCAUSE] "
CVE-2022-0468,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Payments
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0469,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Cast
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific interactions
[ROOTCAUSE] "
CVE-2022-0470,"[WEAKNESS] Out of bounds memory access
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 98.0.4758.80
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0500,"[WEAKNESS] out-of-bounds memory write
[PRODUCT] Linux kernel
[COMPONENT] BPF subsystem
[VERSION] 
[ATTACKER] local user
[IMPACT] crash or escalate privileges
[VECTOR] 
[ROOTCAUSE] unrestricted eBPF usage by the BPF_BTF_LOAD"
CVE-2022-0518,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] radare2
[COMPONENT] 
[VERSION] prior to 5.6.2
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-0530,"[WEAKNESS] heap out-of-bound write
[PRODUCT] Unzip
[COMPONENT] 
[VERSION] 
[ATTACKER] 
[IMPACT] crash or code execution
[VECTOR] specially crafted zip file
[ROOTCAUSE] conversion of a wide string to a local string"
CVE-2022-0544,"[WEAKNESS] out-of-bounds read
[PRODUCT] Blender
[COMPONENT] DDS loader
[VERSION] prior to 2.83.19, 2.93.8 and 3.1
[ATTACKER] 
[IMPACT] read sensitive data
[VECTOR] crafted DDS image file
[ROOTCAUSE] integer underflow"
CVE-2022-0545,"[WEAKNESS] write-what-where, out-of-bounds read
[PRODUCT] Blender
[COMPONENT] 2D image processing
[VERSION] prior to 2.83.19, 2.93.8 and 3.1
[ATTACKER] 
[IMPACT] leak sensitive information or achieve code execution
[VECTOR] specially crafted image file
[ROOTCAUSE] integer overflow"
CVE-2022-0572,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] vim
[COMPONENT] 
[VERSION] prior to 8.2
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-0603,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] File Manager
[VERSION] prior to 98.0.4758.102
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0604,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Tab Groups
[VERSION] prior to 98.0.4758.102
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, malicious extension, specific user interaction
[ROOTCAUSE] "
CVE-2022-0605,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Webstore API
[VERSION] prior to 98.0.4758.102
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, malicious extension, specific user interaction
[ROOTCAUSE] "
CVE-2022-0606,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 98.0.4758.102
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0607,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] GPU
[VERSION] prior to 98.0.4758.102
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0608,"[WEAKNESS] Integer overflow
[PRODUCT] Google Chrome
[COMPONENT] Mojo
[VERSION] prior to 98.0.4758.102
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0609,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Animation
[VERSION] prior to 98.0.4758.102
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0610,"[WEAKNESS] Inappropriate implementation
[PRODUCT] Google Chrome
[COMPONENT] Gamepad API
[VERSION] prior to 98.0.4758.102
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0646,"[WEAKNESS] use after free
[PRODUCT] Linux kernel
[COMPONENT] Management Component Transport Protocol (MCTP) subsystem
[VERSION] 5.17-rc1 to 5.17-rc5
[ATTACKER] local user
[IMPACT] crash the system or escalate privileges
[VECTOR] 
[ROOTCAUSE] user triggers cancel_work_sync after the unregister_netdev during removing device"
CVE-2022-0676,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] radare2
[COMPONENT] 
[VERSION] prior to 5.6.4
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-0713,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] radare2
[COMPONENT]
[VERSION] prior to 5.6.4
[ATTACKER]
[IMPACT]
[VECTOR]
[ROOTCAUSE] "
CVE-2022-1311,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on ChromeOS
[COMPONENT] shell
[VERSION] prior to 100.0.4896.88
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1313,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] tab groups
[VERSION] prior to 100.0.4896.88
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1314,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 100.0.4896.88
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1354,"[WEAKNESS] heap buffer overflow
[PRODUCT] Libtiff
[COMPONENT] tiffinfo.c, TIFFReadRawDataStriped() function
[VERSION] 
[ATTACKER] 
[IMPACT] crash, denial of service
[VECTOR] crafted TIFF file
[ROOTCAUSE] "
CVE-2022-1364,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8 Turbofan
[VERSION] prior to 100.0.4896.127
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1383,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] radare2
[COMPONENT] 
[VERSION] prior to 5.6.8
[ATTACKER] 
[IMPACT] read sensitive information from other memory locations or cause a crash
[VECTOR] 
[ROOTCAUSE] program reads data past the end of the intended buffer"
CVE-2022-1437,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] radare2
[COMPONENT] 
[VERSION] prior to 5.7.0
[ATTACKER] 
[IMPACT] read sensitive information from other memory locations or cause a crash
[VECTOR] 
[ROOTCAUSE] program reads data past the end of the intended buffer"
CVE-2022-1462,"[WEAKNESS] out-of-bounds read
[PRODUCT] Linux kernel
[COMPONENT] TeleTYpe subsystem, flush_to_ldisc function
[VERSION] 
[ATTACKER] local user
[IMPACT] crash the system or read unauthorized random data from memory
[VECTOR] ioctls TIOCSPTLCK and TIOCGPTPEER and TIOCSTI and TCXONC
[ROOTCAUSE] race condition"
CVE-2022-1477,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Vulkan
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1478,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] SwiftShader
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1479,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1481,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Mac
[COMPONENT] Sharing
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interaction
[ROOTCAUSE] "
CVE-2022-1482,"[WEAKNESS] Inappropriate implementation
[PRODUCT] Google Chrome
[COMPONENT] WebGL
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1483,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] WebGPU
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker who had compromised the renderer process
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1484,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Web UI Settings
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1485,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] File System API
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1487,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Ozone
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] running a Wayland test
[ROOTCAUSE] "
CVE-2022-1489,"[WEAKNESS] Out of bounds memory access
[PRODUCT] Google Chrome on Chrome OS, Lacros
[COMPONENT] UI Shelf
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user interactions
[ROOTCAUSE] "
CVE-2022-1490,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Browser Switcher
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interaction
[ROOTCAUSE] "
CVE-2022-1491,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Bookmarks
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific and direct user interaction
[ROOTCAUSE] "
CVE-2022-1493,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Dev Tools
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific and direct user interaction
[ROOTCAUSE] "
CVE-2022-1496,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] File Manager
[VERSION] prior to 101.0.4951.41
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific and direct user interaction
[ROOTCAUSE] "
CVE-2022-1516,"[WEAKNESS] NULL pointer dereference
[PRODUCT] Linux kernel
[COMPONENT] X.25 set of standardized network protocols functionality
[VERSION] 
[ATTACKER] local user
[IMPACT] crash the system
[VECTOR] terminating session using a simulated Ethernet card and continued usage of this connection
[ROOTCAUSE] "
CVE-2022-1523,"[WEAKNESS] write-what-where condition
[PRODUCT] Fuji Electric D300win
[COMPONENT] 
[VERSION] prior to 3.7.1.17
[ATTACKER] 
[IMPACT] overwrite program memory to manipulate the flow of information
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-1543,"[WEAKNESS] memory corruption
[PRODUCT] scoold
[COMPONENT] 
[VERSION] prior to 1.49.4
[ATTACKER] 
[IMPACT] momentary outage in a production environment
[VECTOR] large text size
[ROOTCAUSE] Improper handling of Length parameter"
CVE-2022-1621,"[WEAKNESS] Heap buffer overflow
[PRODUCT] vim
[COMPONENT] vim_strncpy find_word
[VERSION] prior to 8.2.4919
[ATTACKER] 
[IMPACT] crashing software, Bypass Protection Mechanism, Modify Memory, possible remote execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-1629,"[WEAKNESS] Buffer Over-read
[PRODUCT] vim
[COMPONENT] find_next_quote function
[VERSION] prior to 8.2.4925
[ATTACKER] 
[IMPACT] crashing software, Modify Memory, possible remote execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-1633,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] Sharesheet
[VERSION] prior to 101.0.4951.64
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific UI interactions
[ROOTCAUSE] "
CVE-2022-1634,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Browser UI
[VERSION] prior to 101.0.4951.64
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific UI interactions
[ROOTCAUSE] "
CVE-2022-1635,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Permission Prompts
[VERSION] prior to 101.0.4951.64
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific UI interactions
[ROOTCAUSE] "
CVE-2022-1636,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Performance APIs
[VERSION] prior to 101.0.4951.64
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1638,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] V8 Internationalization
[VERSION] prior to 101.0.4951.64
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1639,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 101.0.4951.64
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1640,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Sharing
[VERSION] prior to 101.0.4951.64
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific UI interactions
[ROOTCAUSE] "
CVE-2022-1641,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] Web UI Diagnostics
[VERSION] prior to 101.0.4951.64
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user interaction
[ROOTCAUSE] "
CVE-2022-1649,"[WEAKNESS] Null pointer dereference
[PRODUCT] radare2
[COMPONENT] libr/bin/format/mach0/mach0.c
[VERSION] prior to 5.7.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-1714,"[WEAKNESS] Out-of-bounds Read
[PRODUCT] radare2
[COMPONENT] 
[VERSION] prior to 5.7.0
[ATTACKER] 
[IMPACT] read sensitive information from other memory locations or cause a crash
[VECTOR] 
[ROOTCAUSE] program reads data past the end of the intended buffer"
CVE-2022-1720,"[WEAKNESS] Buffer Over-read
[PRODUCT] vim
[COMPONENT] grab_file_name function
[VERSION] prior to 8.2.4956
[ATTACKER] 
[IMPACT] crashing the software, memory modification, possible remote execution
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-1733,"[WEAKNESS] Heap-based Buffer Overflow
[PRODUCT] vim
[COMPONENT] 
[VERSION] prior to 8.2.4968
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-1734,"[WEAKNESS] use after free
[PRODUCT] Linux Kernel
[COMPONENT] nfcmrvl_nci_unregister_dev() in drivers/nfc/nfcmrvl/main.c
[VERSION] 
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] non synchronized between cleanup routine and firmware download routine"
CVE-2022-1769,"[WEAKNESS] Buffer Over-read
[PRODUCT] vim
[COMPONENT] 
[VERSION] prior to 8.2.4974
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2022-1854,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 102.0.5005.61
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1855,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Messaging
[VERSION] prior to 102.0.5005.61
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-1856,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] User Education
[VERSION] prior to 102.0.5005.61
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted Chrome Extension or specific user interaction
[ROOTCAUSE] "
CVE-2022-1859,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Performance Manager
[VERSION] prior to 102.0.5005.61
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user interaction
[ROOTCAUSE] "
CVE-2022-1860,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] UI Foundations
[VERSION] prior to 102.0.5005.61
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user interactions
[ROOTCAUSE] "
CVE-2022-1861,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] Sharing
[VERSION] prior to 102.0.5005.61
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user interaction
[ROOTCAUSE] "
CVE-2022-1863,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Tab Groups
[VERSION] prior to 102.0.5005.61
[ATTACKER] attacker who convinced a user to install a malicious extension
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted Chrome Extension and specific user interaction
[ROOTCAUSE] "
CVE-2022-1864,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] WebApp Installs
[VERSION] prior to 102.0.5005.61
[ATTACKER] attacker who convinced a user to install a malicious extension
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted Chrome Extension and specific user interaction
[ROOTCAUSE] "
Here are the key entities extracted for the CVEs:

CVE-2022-1866,
[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] Tablet Mode
[VERSION] prior to 102.0.5005.61
[ATTACKER] remote attacker
