CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2022-45194,improper XML parsing,XXE,information disclosure,,,CBRN-Analysis,before 22,
CVE-2022-45326,improper XML parsing,XXE,server-side request forgery,,remote authenticated users,"Kwoksys Kwok Information Server",before v2.9.5.SP31,
CVE-2022-45411,improper request handling,cross-site scripting,,,,"Firefox ESR, Thunderbird, Firefox","< 102.5, < 102.5, < 107",
CVE-2022-45470,missing input validation,cross-site scripting,information disclosure,,,Apache Hama,,
CVE-2022-4557,improper input validation,SQL injection,,,,"Group Arge Energy and Control Systems Smartpower Web",before 23.01.01,
CVE-2022-45709,,command injection,arbitrary OS command execution,,,"IP-COM M50",V15.11.0.33(10768),formSetDebugCfg function
CVE-2022-45711,,command injection,arbitrary OS command execution,,,"IP-COM M50",V15.11.0.33(10768),formSetNetCheckTools function
CVE-2022-45910,improper input validation,LDAP injection,denial of service,,,Apache ManifoldCF,2.23 and prior versions,ActiveDirectory and Sharepoint ActiveDirectory authority connectors
CVE-2022-46175,prototype pollution,,denial of service,,,JSON5,"1.0.1 and earlier, 2.2.1 and earlier",parse method
CVE-2022-46304,insufficient input filtering,command injection,arbitrary system command execution,,unauthenticated remote attacker,ChangingTec ServiSign,,
CVE-2022-46827,improper XML parsing,XXE,server-side request forgery,,,JetBrains IntelliJ IDEA,before 2022.3,
CVE-2022-47052,improper input sanitization,CRLF injection,cross-site scripting,specially crafted URL,malicious unauthenticated attacker,"Nighthawk R6220 AC1200 Smart Wi-Fi Router","V1.1.0.112_1.0.1, V1.1.0.114_1.0.1",web interface
CVE-2022-47083,improper deserialization,PHP object injection,arbitrary code execution,crafted requests,authenticated attackers,Spitfire CMS,v1.0.475,unserialize() function
CVE-2022-47194,insecure default configuration,cross-site scripting,privilege escalation,crafted post content,non-administrator users,Ghost Foundation Ghost,5.9.4,Post Creation functionality
CVE-2022-47196,insecure default configuration,cross-site scripting,privilege escalation,crafted post content,non-administrator users,Ghost Foundation Ghost,5.9.4,Post Creation functionality
CVE-2022-47208,improper input sanitization,command injection,arbitrary command execution,,unauthenticated attacker on same network,,,puhttpsniff service
CVE-2022-47339,missing permission check,command injection,local escalation of privilege,,,,,cmd services
CVE-2022-47514,improper XML parsing,XXE,server-side request forgery,,remote authenticated users,XML-RPC.NET,before 2.5.0,
CVE-2022-47873,improper XML parsing,XXE,server-side request forgery,,,Netcad KEOS,1.0,
CVE-2022-47896,,server-side template injection,,,,"JetBrains IntelliJ IDEA",before 2022.3.1,code Templates
CVE-2022-47945,improper input validation,local file inclusion,arbitrary OS command execution,,,ThinkPHP Framework,before 6.0.14,lang parameter
CVE-2022-48069,improper input validation,command injection,,,,"Totolink A830R",V4.1.2cu.5182,QUERY_STRING parameter
CVE-2022-48070,,command injection,,,,"Phicomm K2",v22.6.534.263,automatic upgrade function
CVE-2022-48072,,command injection,,,,"Phicomm K2G",v22.6.3.20,automatic upgrade function
CVE-2022-48337,improper input sanitization,command injection,arbitrary command execution,shell metacharacters in filename,attackers,GNU Emacs,through 28.2,etags program
CVE-2022-48339,improper input sanitization,command injection,arbitrary code execution,,,GNU Emacs,through 28.2,htmlfontify.el
CVE-2022-30287,improper deserialization,arbitrary code execution,,,,"Horde Groupware Webmail Edition",through 5.2.22,
CVE-2022-30308,improper access control,command injection,unauthorized OS command execution,,,"Festo Controller CECC-X-M1",multiple versions,cecc-x-web-viewer-request-on endpoint
CVE-2022-30309,improper access control,command injection,unauthorized OS command execution,,,"Festo Controller CECC-X-M1",multiple versions,cecc-x-web-viewer-request-off endpoint
CVE-2022-30310,improper access control,command injection,unauthorized OS command execution,,,"Festo Controller CECC-X-M1",multiple versions,cecc-x-acknerr-request endpoint
CVE-2022-30311,improper access control,command injection,unauthorized OS command execution,,,"Festo Controller CECC-X-M1",multiple versions,cecc-x-refresh-request endpoint
CVE-2022-24720,improper input sanitization,command injection,arbitrary code execution,,,image_processing,prior to 1.12.2,apply method
CVE-2022-3853,lack of CSRF protection,cross-site scripting,,,,,,,
CVE-2022-39207,improper access control,cross-site scripting,privilege escalation,malicious artifact file,authenticated attacker,Onedev,before 7.3.0,
CVE-2022-40181,improper URI scheme handling,,arbitrary file read,,,Desigo PXM series,various versions,embedded browser
CVE-2022-3215,improper input validation,HTTP response splitting,cross-site scripting,,,NIOHTTP1,,
CVE-2022-32224,improper deserialization,remote code execution,,,,"Active Record","< 7.0.3.1, <6.1.6.1, <6.0.5.1 and <5.2.8.1",
CVE-2022-29241,improper access control,information disclosure,,,authenticated user,Jupyter Server,prior to 1.17.1,
CVE-2022-1544,improper input sanitization,CSV injection,arbitrary code execution,,,luyadev/yii-helpers,prior to 1.2.1,
CVE-2022-1759,lack of CSRF protection,cross-site scripting,,,attackers,RB Internal Links WordPress plugin,through 2.0.16,
CVE-2022-1967,lack of CSRF protection,cross-site scripting,,,attackers,WP Championship WordPress plugin,before 9.3,
CVE-2021-28965,improper XML handling,,,,,"REXML gem","before 3.2.5 in Ruby before 2.6.7, 2.7.x before 2.7.3, and 3.x before 3.0.1",
CVE-2022-23640,improper XML parsing,XML entity expansion,,,,"Excel-Streaming-Reader",prior to xlsx-streamer 2.1.0,
CVE-2022-38078,improper input validation,command injection,arbitrary OS command execution,specially crafted message,,"Movable Type","7 r.5202 and earlier, 6.8.6 and earlier, Premium 1.52 and earlier",XMLRPC API
CVE-2022-3033,improper input handling,cross-site scripting,information disclosure,crafted HTML email,,"Thunderbird","< 102.2.1 and < 91.13.1",
CVE-2022-20723,improper input sanitization,command injection,arbitrary command execution,,,Cisco IOx application hosting environment,,
CVE-2021-0386,insecure default value,tapjacking,local escalation of privilege,,,Android,11,UsbConfirmActivity
CVE-2021-0391,improper overlay protection,tapjacking,local escalation of privilege,,,Android,"11, 8.1, 9, 10",ChooseTypeAndAccountActivity.java
CVE-2021-20084,prototype pollution,,,,,jquery-sparkle,1.5.2-beta,
CVE-2021-20085,prototype pollution,,,,,backbone-query-parameters,0.4.0,
CVE-2021-20086,prototype pollution,,,,,jquery-bbq,1.2.1,
CVE-2021-20087,prototype pollution,,,,,jquery-deparam,0.5.1,
CVE-2021-20088,prototype pollution,,,,,mootools-more,1.6.0,
CVE-2021-20089,prototype pollution,,,,,purl,2.3.2,
CVE-2021-20355,missing HTTPOnly flag,information disclosure,,,remote attacker,IBM Jazz Team Server,"6.0.6, 6.0.6.1, 7.0, 7.0.1, and 7.0.2",
CVE-2021-23329,prototype pollution,,,,,nested-object-assign,before 1.0.4,
CVE-2021-23395,prototype pollution,,,,,nedb,all versions,
CVE-2021-23396,prototype pollution,,,,,lutils,all versions,
CVE-2021-23408,prototype pollution,,,,,com.graphhopper:graphhopper-web-bundle,"before 3.2, from 4.0-pre1 and before 4.0",
CVE-2021-25912,prototype pollution,denial of service,,,attackers,dotty,0.0.1 through 0.1.0,
CVE-2021-25913,prototype pollution,denial of service,,,attackers,set-or-get,1.0.0 through 1.2.10,
CVE-2021-25913,prototype pollution,denial of service,remote code execution,,attackers,set-or-get,1.0.0 through 1.2.10,
CVE-2021-25914,prototype pollution,denial of service,remote code execution,,attacker,object-collider,1.0.0 through 1.0.3,
CVE-2021-25916,prototype pollution,denial of service,remote code execution,,attackers,patchmerge,1.0.0 through 1.0.1,
CVE-2021-25927,prototype pollution,denial of service,remote code execution,,attackers,safe-flat,2.0.0 through 2.0.1,
CVE-2021-25928,prototype pollution,denial of service,remote code execution,,attackers,safe-obj,1.0.0 through 1.0.2,
CVE-2021-25941,prototype pollution,denial of service,remote code execution,,attackers,deep-override,1.0.0 through 1.0.1,
CVE-2021-25943,prototype pollution,denial of service,remote code execution,,attackers,101,1.0.0 through 1.6.3,
CVE-2021-25944,prototype pollution,denial of service,remote code execution,,attacker,deep-defaults,1.0.0 through 1.0.5,
CVE-2021-25946,prototype pollution,denial of service,remote code execution,,attackers,nconf-toml,0.0.1 through 0.0.2,
CVE-2021-25947,prototype pollution,denial of service,remote code execution,,attackers,nestie,0.0.0 through 1.0.0,
CVE-2021-25953,prototype pollution,denial of service,remote code execution,,attacker,putil-merge,1.0.0 through 3.6.6,
CVE-2021-27764,missing HTTPOnly flag,information disclosure,,,,"WebUI",,
CVE-2021-32506,,path traversal,arbitrary file download,,remote authenticated attackers,QSAN Storage Manager,before v3.3.3,GetImage
CVE-2021-32964,,path traversal,arbitrary file read,,attacker,AGG Software Web Server,4.0.40.1014 and prior,
CVE-2021-35237,missing X-Frame-Options header,clickjacking,,,attacker,Kiwi Syslog Server,,
CVE-2021-38399,,relative path traversal,unauthorized file access,,attacker,"Honeywell Experion PKS C200, C200E, C300, and ACE controllers",,
CVE-2021-38879,missing HTTPOnly flag,information disclosure,,,remote attacker,IBM Jazz Team Server,"6.0.6, 6.0.6.1, 7.0, 7.0.1, and 7.0.2",
CVE-2021-40649,missing HttpOnly flag,,,,,Connx,6.2.0.1269,
CVE-2021-41031,relative path traversal,privilege escalation,,,local unprivileged attacker,FortiClient for Windows,"7.0.2 and prior, 6.4.6 and prior and 6.2.9 and below",FortiESNAC service
CVE-2021-4287,symlink following,,,,,ReFirm Labs binwalk,up to 2.3.2,src/binwalk/modules/extractor.py
CVE-2021-45427,improper access control,arbitrary file deletion,,,,Emerson XWEB 300D EVO,3.0.7--3ee403,
CVE-2021-46379,improper access control,open redirect,,,,DLink DIR850,ET850-1.08TRb03,
CVE-2022-0164,lack of authorization,arbitrary email sending,,,authenticated users,Coming soon and Maintenance mode WordPress plugin,before 3.5.3,coming_soon_send_mail AJAX action
CVE-2022-0229,improper authorization,arbitrary option deletion,,,unauthenticated users,miniOrange's Google Authenticator WordPress plugin,before 5.5,reconfigureMethod handler
CVE-2022-0345,lack of authorization,information disclosure,,,authenticated users,Customize WordPress Emails and Alerts WordPress plugin,before 1.8.7,bnfw_search_users AJAX action
CVE-2022-0363,lack of authorization,arbitrary post creation,,,authenticated users,myCred WordPress plugin,before 2.4.3.1,mycred-tools-import-export AJAX action
CVE-2022-0398,lack of authorization,arbitrary link creation,open redirect,,authenticated users,ThirstyAffiliates Affiliate Link Manager WordPress plugin,before 3.10.5,
CVE-2022-0403,lack of authorization,arbitrary file manipulation,,,authenticated users,Library File Manager WordPress plugin,before 5.2.3,connector AJAX action
CVE-2022-0444,lack of authorization,settings reset,,,unauthenticated attackers,"Backup, Restore and Migrate WordPress Sites With the XCloner Plugin WordPress plugin",before 4.3.6,
CVE-2022-0634,lack of authorization,arbitrary image addition,,,low-privilege users,ThirstyAffiliates WordPress plugin,before 3.10.5,ta_insert_external_image action
CVE-2022-0833,lack of authorization,information disclosure,,,unauthenticated attackers,Church Admin WordPress plugin,before 3.4.135,
CVE-2022-0952,lack of authorization,arbitrary option modification,account takeover,,unauthenticated attackers,Sitemap by click5 WordPress plugin,before 1.0.36,
CVE-2022-0959,improper access control,arbitrary file upload,,,authorized and authenticated user,pgAdmin,,
CVE-2022-1092,lack of authorization,information disclosure,,,authenticated users,myCred WordPress plugin,before 2.4.3.1,mycred-tools-import-export AJAX action
CVE-2022-1203,lack of authorization,arbitrary option modification,,,authenticated users,Content Mask WordPress plugin,before 1.8.4.1,
CVE-2022-1373,improper input validation,arbitrary code execution,,,attacker,Softing Secure Integration Server,V1.22,restore configuration feature
CVE-2022-1570,lack of authorization,settings reset,,,authenticated users,Files Download Delay WordPress plugin,before 1.0.7,
