CVE,New CWE,Reasoning
CVE-2021-38008,CWE-416,"(Chains: CWE-416->CWE-122) ""Use after free... allowed a remote attacker to potentially exploit heap corruption"" in desc"
CVE-2021-38008,CWE-122,"(Chains: CWE-416->CWE-122) ""Use after free... allowed a remote attacker to potentially exploit heap corruption"" in desc"
CVE-2021-38011,CWE-416,"(Chains: CWE-416->CWE-122) ""Use after free... allowed a remote attacker to potentially exploit heap corruption"" in desc"
CVE-2021-38011,CWE-122,"(Chains: CWE-416->CWE-122) ""Use after free... allowed a remote attacker to potentially exploit heap corruption"" in desc"
CVE-2021-38012,CWE-843,"(Chains: CWE-843->CWE-122) ""Type confusion... allowed a remote attacker to potentially exploit heap corruption"" in desc"
CVE-2021-38012,CWE-122,"(Chains: CWE-843->CWE-122) ""Type confusion... allowed a remote attacker to potentially exploit heap corruption"" in desc"
CVE-2021-38013,CWE-122,"description includes phrase ""heap buffer overflow"""
CVE-2021-38014,CWE-787,"description says issue is an ""out of bounds write"""
CVE-2021-3826,CWE-121,"description says issue is a ""heap/stack buffer overflow"""
CVE-2021-3826,CWE-122,"description says issue is a ""heap/stack buffer overflow"""
CVE-2021-3835,CWE-122,"""Heap-based Buffer Overflow (CWE-122)"" in desc"
CVE-2021-3861,CWE-122,"""Heap-based Buffer Overflow (CWE-122)"" in desc"
CVE-2021-38682,CWE-121,"""stack buffer overflow"" in descr, ref says ""If exploited, this vulnerability allows attackers to execute arbitrary code."""
CVE-2021-38687,CWE-120,"""stack buffer overflow"" in descr, but NVD provider selected CWE-120. Preferring Provider mapping per policy."
CVE-2021-38689,CWE-120,"""stack buffer overflow"" in descr, but NVD provider selected CWE-120. Preferring Provider mapping per policy."
CVE-2021-38690,CWE-121,"""stack buffer overflow"" in descr, ref says ""If exploited, this vulnerability allows attackers to execute arbitrary code."""
CVE-2021-38691,CWE-120,"""stack buffer overflow"" in descr suggesting 121. NVD provider selected 120. Preferring Provider mapping per policy."
CVE-2021-38692,CWE-120,"""stack buffer overflow"" in descr. NVD provider selected 120. Preferring Provider mapping per policy."
CVE-2021-39048,CWE-121,"""stack based buffer overflow"" in descr"
CVE-2021-39049,CWE-121,"""stack based buffer overflow"" in descr"
CVE-2021-39050,CWE-121,"""stack based buffer overflow"" in descr"
CVE-2021-39306,CWE-121,"""stack buffer overflow"" in descr"
CVE-2021-3942,CWE-119,"""buffer overflow""."
CVE-2021-39623,CWE-20,"(Chains: CWE-20->CWE-787) ""out of bounds write"" in desc. ""incorrect bounds check"" might be in play"
CVE-2021-39623,CWE-787,"(Chains: CWE-20->CWE-787) ""out of bounds write"" in desc. ""incorrect bounds check"" might be in play"
CVE-2021-39642,CWE-362,"(Chains: CWE-362->CWE-787) ""out of bounds write due to a race condition"""
CVE-2021-39642,CWE-787,"(Chains: CWE-362->CWE-787) ""out of bounds write due to a race condition"""
CVE-2021-39665,CWE-122,"(Chains: CWE-122->CWE-125) ""out of bounds read"" in desc, due to ""heap buffer overflow""."
CVE-2021-39665,CWE-125,"(Chains: CWE-122->CWE-125) ""out of bounds read"" in desc, due to ""heap buffer overflow""."
CVE-2021-39667,CWE-122,"""heap buffer overflow"" in desc."
CVE-2021-39671,CWE-908,"(Chains: CWE-908->CWE-125) ""out of bounds read due to uninitialized data"" in the desc"
CVE-2021-39671,CWE-125,"(Chains: CWE-908->CWE-125) ""out of bounds read due to uninitialized data"" in the desc"
CVE-2021-39675,CWE-122,"""heap buffer overflow"" in desc."
CVE-2021-39688,CWE-125,"""out of bounds read"" in desc."
CVE-2021-39708,CWE-20,"(Chains: CWE-20->CWE-787) ""out of bounds write due to an incorrect bounds check"" in desc"
CVE-2021-39708,CWE-787,"(Chains: CWE-20->CWE-787) ""out of bounds write due to an incorrect bounds check"" in desc"
CVE-2021-39712,CWE-362,"(Chains: CWE-362->CWE-416) ""user after free vulnerability due to a race condition"" in desc"
CVE-2021-39712,CWE-416,"(Chains: CWE-362->CWE-416) ""user after free vulnerability due to a race condition"" in desc"
CVE-2021-39735,CWE-362,"(Chains: CWE-362->CWE-787) ""memory corruption due to a race condition"" in desc"
CVE-2021-39735,CWE-787,"(Chains: CWE-362->CWE-787) ""memory corruption due to a race condition"" in desc"
CVE-2021-39762,CWE-190,"(Chains: CWE-190->CWE-125) ""out of bounds read due to an integer overflow"" in the desc"
CVE-2021-39762,CWE-125,"(Chains: CWE-190->CWE-125) ""out of bounds read due to an integer overflow"" in the desc"
CVE-2021-39805,CWE-20,"(Chains: CWE-20->CWE-125) ""out of bounds read due to a missing bounds check"" in desc."
CVE-2021-39805,CWE-125,"(Chains: CWE-20->CWE-125) ""out of bounds read due to a missing bounds check"" in desc."
CVE-2021-39812,CWE-416,"(Chains: CWE-416->CWE-125) ""out of bounds read due to a use after free"" in desc."
CVE-2021-39812,CWE-125,"(Chains: CWE-416->CWE-125) ""out of bounds read due to a use after free"" in desc."
CVE-2021-39820,CWE-788,"""memory corruption"" in desc but CWE-788 selected by Provider"
CVE-2021-3999,CWE-193,"(Chains: CWE-193->CWE-787) ""off-by-one buffer overflow and underflow... memory corruption"" is in desc."
CVE-2021-3999,CWE-787,"(Chains: CWE-193->CWE-787) ""off-by-one buffer overflow and underflow... memory corruption"" is in desc."
CVE-2021-39990,CWE-121,"""Stack-based Buffer Overflow"" in desc."
CVE-2021-39996,CWE-122,"""Heap-based buffer overflow"" in desc"
CVE-2021-40010,CWE-122,"""heap overflow"" in desc"
CVE-2021-40014,CWE-122,"""heap overflow"" in desc"
CVE-2021-40026,CWE-122,"""Heap-based buffer overflow"" in desc"
CVE-2021-40057,CWE-121,"""heap-based and stack-based buffer overflow"" in desc."
CVE-2021-40057,CWE-122,"""heap-based and stack-based buffer overflow"" in desc."
CVE-2021-40058,CWE-122,"""heap-based buffer overflow"" in desc"
CVE-2021-40060,CWE-122,"""heap-based buffer overflow"" in desc"
CVE-2021-40064,CWE-122,"""heap-based buffer overflow"" in desc"
CVE-2021-40161,CWE-787,"""Memory Corruption"" in desc."
CVE-2021-40164,CWE-122,"""heap-based buffer overflow"" in desc"
CVE-2021-40167,CWE-125,"""memory corruption"" in desc might imply 787, but ""read access violation"" implies 125"
CVE-2021-40167,UNSURE,"""memory corruption"" in desc might imply 787, but ""read access violation"" implies 125"
CVE-2021-40393,CWE-787,"""out-of-bounds write"" in desc."
CVE-2021-40401,CWE-252,"(Chains: CWE-252->CWE-416) TALOS ref says ""The aperture type is then parsed using strtok [but] the ad variable is not compared against NULL, so strtok might receive a NULL as first argument."""
CVE-2021-40401,CWE-416,"(Chains: CWE-252->CWE-416) TALOS ref says ""The aperture type is then parsed using strtok [but] the ad variable is not compared against NULL, so strtok might receive a NULL as first argument."""
CVE-2021-40417,CWE-190,"(Chains: CWE-190->CWE-122) ""integer overflow"" leads to ""heap-based buffer overflow"""
CVE-2021-40417,CWE-122,"(Chains: CWE-190->CWE-122) ""integer overflow"" leads to ""heap-based buffer overflow"""
CVE-2021-4052,CWE-416,"""Use after free"" and ""heap corruption"" in desc."
CVE-2021-4053,CWE-416,"""Use after free"" and ""heap corruption"" in desc."
CVE-2021-4055,CWE-122,"""Heap buffer overflow"" in desc"
CVE-2021-40556,CWE-121,"""stack overflow... strcat"" in desc."
CVE-2021-4056,CWE-843,"(Chains: CWE-843->CWE-122) ""Type confusion"" and ""heap corruption"" in desc."
CVE-2021-4056,CWE-122,"(Chains: CWE-843->CWE-122) ""Type confusion"" and ""heap corruption"" in desc."
CVE-2021-4057,CWE-416,"Desc contains ""Use after free"""
CVE-2021-4058,CWE-122,"Desc contains ""Heap buffer overflow"""
CVE-2021-4061,CWE-843,"(Chains: CWE-843->CWE-122) Desc contains ""Type confusion...allowed...to potentially exploit heap corruption"""
CVE-2021-4061,CWE-122,"(Chains: CWE-843->CWE-122) Desc contains ""Type confusion...allowed...to potentially exploit heap corruption"""
CVE-2021-4062,CWE-122,"Desc contains ""Heap buffer overflow"""
CVE-2021-4063,CWE-416,"Desc contains ""Use after free"""
CVE-2021-4064,CWE-416,"Desc contains ""Use after free"""
CVE-2021-4065,CWE-416,"Desc contains ""Use after free"""
CVE-2021-4066,CWE-191,"(Chains: CWE-191->CWE-122) Desc contains ""Integer underflow ... allowed ... to potentially exploit heap corruption"""
CVE-2021-4066,CWE-122,"(Chains: CWE-191->CWE-122) Desc contains ""Integer underflow ... allowed ... to potentially exploit heap corruption"""
CVE-2021-4067,CWE-416,"Desc contains ""Use after free"""
CVE-2021-40734,CWE-788,"Ref[https://helpx.adobe.com/security/products/audition/apsb21-92.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40735,CWE-788,"Ref[https://helpx.adobe.com/security/products/audition/apsb21-92.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40736,CWE-788,"Ref[https://helpx.adobe.com/security/products/audition/apsb21-92.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40738,CWE-788,"Ref[https://helpx.adobe.com/security/products/audition/apsb21-92.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40739,CWE-788,"Ref[https://helpx.adobe.com/security/products/audition/apsb21-92.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40740,CWE-788,"Ref[https://helpx.adobe.com/security/products/audition/apsb21-92.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40763,CWE-788,"Ref[https://helpx.adobe.com/security/products/character_animator/apsb21-95.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40764,CWE-788,"Ref[https://helpx.adobe.com/security/products/character_animator/apsb21-95.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40765,CWE-788,"Ref[https://helpx.adobe.com/security/products/character_animator/apsb21-95.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40777,CWE-788,"Ref[https://helpx.adobe.com/security/products/media-encoder/apsb21-99.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40779,CWE-788,"Ref[https://helpx.adobe.com/security/products/media-encoder/apsb21-99.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-4078,CWE-843,"(Chains: CWE-843->CWE-122) Desc contains ""Type confusion ... allowed ... to potentially exploit heap corruption"""
CVE-2021-4078,CWE-122,"(Chains: CWE-843->CWE-122) Desc contains ""Type confusion ... allowed ... to potentially exploit heap corruption"""
CVE-2021-40780,CWE-788,"Ref[https://helpx.adobe.com/security/products/media-encoder/apsb21-99.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40783,CWE-788,"Ref[https://helpx.adobe.com/security/products/premiere_rush/apsb21-101.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40784,CWE-788,"Ref[https://helpx.adobe.com/security/products/premiere_rush/apsb21-101.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40786,CWE-788,"Ref[https://helpx.adobe.com/security/products/premiere_elements/apsb21-106.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40787,CWE-788,"Ref[https://helpx.adobe.com/security/products/premiere_elements/apsb21-106.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-4079,CWE-122,"Desc contains ""to potentially exploit heap corruption"""
CVE-2021-40792,CWE-788,"Ref[https://helpx.adobe.com/security/products/premiere_pro/apsb21-100.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40793,CWE-788,"Ref[https://helpx.adobe.com/security/products/premiere_pro/apsb21-100.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-40794,CWE-788,"Ref[https://helpx.adobe.com/security/products/premiere_pro/apsb21-100.html] identifies as CWE-788, and no further details given beyond ""memory corruption"". Keeping at CWE-788 due to PROVIDER level source."
CVE-2021-4083,CWE-362,"(Chains: CWE-362->CWE-416) Desc contains ""A read-after-free memory flaw ... can potentially trigger a race condition"". Commit ref says ""possible race... since this all happens when we are in the process of looking up a file descriptor, we can instead simply just re-check that the file hasn't been closed in the meantime, and just re-do the lookup if we raced with a concurrent close() of the same file descriptor."""
CVE-2021-4083,CWE-416,"(Chains: CWE-362->CWE-416) Desc contains ""A read-after-free memory flaw ... can potentially trigger a race condition"". Commit ref says ""possible race... since this all happens when we are in the process of looking up a file descriptor, we can instead simply just re-check that the file hasn't been closed in the meantime, and just re-do the lookup if we raced with a concurrent close() of the same file descriptor."""
